Artist,Album,Song,Lyric,SongNum,Year,lyrics_clean,sentiment
...AND OCEANS,Cypher,Voyage Lost Between Horizons Eaten By The Distance,"Time drips in passionate decay
Lost between eternities' scent
Sun burns brighter every day
Flaming fires like nails of torment

[Chorus:]
No place to crawl - no space to fall

A moment of clarity
Devoured by purity
Voices swallowed by hunger
As death shines brighter
All images drowned in eyes
Into light under melting skies

[Chorus]

",8,2002,"time drips in passionate decay
lost between eternities scent
sun burns brighter every day
flaming fires like nails of torment

chorus
no place to crawl  no space to fall

a moment of clarity
devoured by purity
voices swallowed by hunger
as death shines brighter
all images drowned in eyes
into light under melting skies

chorus",0.08333333333333333
...AND OCEANS,Cypher,Catharsis End Of Organisms Absolute Purification Of Sins,"Purify!
Earth inferno!
Into the void!
Plunge into darkness cold!
Into darkness, light visible!
A divine remedy!
Cleansed of all impurities!

Evaporate!
Totally absolute!
Into the void!
The light of the night!
Black holes fill the souls!
World's beauty sleep!
New faces portrayed!

Dehydrate!
The beauty of lies!
End of life's odours!
Tripod oblivion!
Marionettes!
Hung from the ceiling!
Universal crucifixion!

[Chorus:]
New order!
Re-formation!
Consumption!
New world!
Completion!
Celebration!

",9,2002,"purify
earth inferno
into the void
plunge into darkness cold
into darkness light visible
a divine remedy
cleansed of all impurities

evaporate
totally absolute
into the void
the light of the night
black holes fill the souls
worlds beauty sleep
new faces portrayed

dehydrate
the beauty of lies
end of lifes odours
tripod oblivion
marionettes
hung from the ceiling
universal crucifixion

chorus
new order
reformation
consumption
new world
completion
celebration",0.07138047138047138
...AND OCEANS,The Dynamic Gallery Of Thoughts,Trollfan,"Ta mig ГѓВ¶ver brinnande vatten
Lat snГѓВ¶n smГѓВ¤lta i handen
Fangad av starkaste nГѓВ¤t
Sanden star torr och het

Det tisslar och tasslar
Lyssna - LГѓВ¶ven prasslar

I denna hГѓВ¤rliga trГѓВ¤dgard
Med ljuvligaste frukter
Bland praktfulla blommor
Och de sГѓВ¶taste druvor

",1,1998,"ta mig гѓвver brinnande vatten
lat snгѓвn smгѓвlta i handen
fangad av starkaste nгѓвt
sanden star torr och het

det tisslar och tasslar
lyssna  lгѓвven prasslar

i denna hгѓвrliga trгѓвdgard
med ljuvligaste frukter
bland praktfulla blommor
och de sгѓвtaste druvor",-0.16666666666666666
...AND OCEANS,The Dynamic Gallery Of Thoughts,Som Oppna Bocker,"Kom ut ur din svarta lada
Ge mig naglar fГѓВ¶r min klada
Slicka mig med din frГѓВ¤tande tunga
Lat dina magiska lГѓВ¤pper sjunga

En sida efter den andra
Sidor som liknar varandra

Tolka mig som du vill
ГѓВ„r jag ett sista kapitel?

Kommer som svГѓВ¤rmande flugor
FГѓВ¶rbannar mig med fasettГѓВ¶gon
Infektera mig med dina ord
FГѓВ¶rgifta mig med ditt blod

",2,1998,"kom ut ur din svarta lada
ge mig naglar fгѓвr min klada
slicka mig med din frгѓвtande tunga
lat dina magiska lгѓвpper sjunga

en sida efter den andra
sidor som liknar varandra

tolka mig som du vill
гѓвr jag ett sista kapitel

kommer som svгѓвrmande flugor
fгѓвrbannar mig med fasettгѓвgon
infektera mig med dina ord
fгѓвrgifta mig med ditt blod",0.0
...AND OCEANS,The Dynamic Gallery Of Thoughts,September (Nur Hjartat Bloder),"The first burning candle
Like a newborn in a cradle
Forgotten at days
For autumnal landscapes

The slowly falling leaves
Like a man's heavy tear
Alone in the forest
Yearning for the sunset

The last growing flower
Like last september
In silence heard
Only one singing bird

The first cold wind blows
Like the rain in mist
Blows its tearful song
In the horizon

The first appearing star
Like a letter from afar
For the ones alone
With hearts of stone

The last autumn sight
Like a lonesome sigh
In the forest deep
Into wintry sleep

",3,1998,"the first burning candle
like a newborn in a cradle
forgotten at days
for autumnal landscapes

the slowly falling leaves
like a mans heavy tear
alone in the forest
yearning for the sunset

the last growing flower
like last september
in silence heard
only one singing bird

the first cold wind blows
like the rain in mist
blows its tearful song
in the horizon

the first appearing star
like a letter from afar
for the ones alone
with hearts of stone

the last autumn sight
like a lonesome sigh
in the forest deep
into wintry sleep",-0.03181818181818183
...AND OCEANS,The Dynamic Gallery Of Thoughts,The Room Of Thousands Arts,"TrГѓВ¤ng dig genom vГѓВ¤ggens bud
Till en vГѓВ¤rld utan ljud an
exponent for number 10 and m(3)
Ett rum (5,101 x 10(14)m(2)) i djupets
botten is supposed to the square meter
...och haven utan vatten

SmГѓВ¤lter ramens dag
Under penselns tunna drag
Skapas konstens sfГѓВ¤r
Utan tavlans stora konstnГѓВ¤r

En malning utan namn
ГѓВ„r som batar utan hamn

",4,1998,"trгѓвng dig genom vгѓвggens bud
till en vгѓвrld utan ljud an
exponent for number 10 and m3
ett rum 5101 x 1014m2 i djupets
botten is supposed to the square meter
och haven utan vatten

smгѓвlter ramens dag
under penselns tunna drag
skapas konstens sfгѓвr
utan tavlans stora konstnгѓвr

en malning utan namn
гѓвr som batar utan hamn",-0.1
...AND OCEANS,The Dynamic Gallery Of Thoughts,Karsimyksien Vaaleat Kadet,"Skuggan fГѓВ¶ddes av smГѓВ¤rta
FГѓВ¶r livet som var borta
Som vattnet i brunnen
I en ГѓВ¤ndlГѓВ¶s tunnel

En skur av het snГѓВ¶
KvГѓВ¤ver asikter med rГѓВ¶k
FГѓВ¤rger ГѓВ¤r tystnadens musik
Vingar fГѓВ¶r var framtid

Genom det ГѓВ¶ppna fГѓВ¶nstret
Till en fГѓВ¶rsvunnen horisont
Med segel i masten
Lyfter de tyngsta vatten

Tiden spyr gamla dagar
Mot fjГѓВ¤rrans nya vГѓВ¤gar

",5,1998,"skuggan fгѓвddes av smгѓвrta
fгѓвr livet som var borta
som vattnet i brunnen
i en гѓвndlгѓвs tunnel

en skur av het snгѓв
kvгѓвver asikter med rгѓвk
fгѓвrger гѓвr tystnadens musik
vingar fгѓвr var framtid

genom det гѓвppna fгѓвnstret
till en fгѓвrsvunnen horisont
med segel i masten
lyfter de tyngsta vatten

tiden spyr gamla dagar
mot fjгѓвrrans nya vгѓвgar",0.0
...AND OCEANS,The Dynamic Gallery Of Thoughts,Je Te Connais Beau Masque,"Open the white doors
To the field of thoughts
Where no light dances
Through the 6 panes (white pain)

Sanat muodostuvat ajatusten galleriassa
Tieto on valtaa opettajien holvissa

En skГѓВ¤rm av myror som ingen noterar
Ljud fran lador... i luften roterar

VГѓВ¤ggen av tunn rГѓВ¶k sugs ut
Ensam i en silvervГѓВ¤rld
Den sista duvan flГѓВ¶gt till slut
Bland snГѓВ¶flingor i vind

",6,1998,"open the white doors
to the field of thoughts
where no light dances
through the 6 panes white pain

sanat muodostuvat ajatusten galleriassa
tieto on valtaa opettajien holvissa

en skгѓвrm av myror som ingen noterar
ljud fran lador i luften roterar

vгѓвggen av tunn rгѓвk sugs ut
ensam i en silvervгѓвrld
den sista duvan flгѓвgt till slut
bland snгѓвflingor i vind",-0.07333333333333333
...AND OCEANS,The Dynamic Gallery Of Thoughts,Ur Aldrig Saga Och Sang,"...och ater fran havens land
Dessa tunna sidor tunga blad
Vindar som nГѓВ¶ter stenar
Vagor som skriver namn

NГѓВ¤r livets grenar ГѓВ¤ro brutna
Da tarfyllda ГѓВ¶gon ГѓВ¤r slutna
Bristande hjГѓВ¤rta mot en hand
KГѓВ¤rleKEN rann ut i sand

Var ГѓВ¤r ГѓВ¤ngens blommor
Och aftonens langa skuggor
ГѓВ„ven hГѓВ¤nder kan fГѓВ¶rsta
Den varma lagan var bla

I tankars mГѓВ¶rkaste kГѓВ¤llor
FГѓВ¶rlorad i tidens dimmor
Bland forna tiders somrar
Sorgen ГѓВ¤r var ГѓВ¤nnu varm

Att sanger ГѓВ¤r som trГѓВ¤d
Vissnar och dГѓВ¶r i fГѓВ¶rtid
I sГѓВ¶mn eller djupaste drГѓВ¶m
En vit strГѓВ¶m lГѓВ¤ngs med snГѓВ¶n

Den sista timma nu slar
ГѓВ„n en tung sista tur
Sagans vГѓВ¤g sa lang
Aren aldras med sang

",7,1998,"och ater fran havens land
dessa tunna sidor tunga blad
vindar som nгѓвter stenar
vagor som skriver namn

nгѓвr livets grenar гѓвro brutna
da tarfyllda гѓвgon гѓвr slutna
bristande hjгѓвrta mot en hand
kгѓвrleken rann ut i sand

var гѓвr гѓвngens blommor
och aftonens langa skuggor
гѓвven hгѓвnder kan fгѓвrsta
den varma lagan var bla

i tankars mгѓвrkaste kгѓвllor
fгѓвrlorad i tidens dimmor
bland forna tiders somrar
sorgen гѓвr var гѓвnnu varm

att sanger гѓвr som trгѓвd
vissnar och dгѓвr i fгѓвrtid
i sгѓвmn eller djupaste drгѓвm
en vit strгѓвm lгѓвngs med snгѓвn

den sista timma nu slar
гѓвn en tung sista tur
sagans vгѓвg sa lang
aren aldras med sang",-0.16666666666666666
...AND OCEANS,The Dynamic Gallery Of Thoughts,Samtal Med Tankar Halo Of Words,"Svarar framtiden pa
tomhetens fГѓВ¶rganga drГѓВ¶mmar
Skapas kunskap av svalda ord
ur bГѓВ¶ckers strГѓВ¶mmar

Living in the inner worlds
Collecting all the fallen words
Are we verbally designed
In... sleep or preoccupied

Kan inte vinden blasa nalar
mot balongen
Rinner kalla stearinet bort till
glГѓВ¶mda minnen

1998 Season Of Mist


",8,1998,"svarar framtiden pa
tomhetens fгѓвrganga drгѓвmmar
skapas kunskap av svalda ord
ur bгѓвckers strгѓвmmar

living in the inner worlds
collecting all the fallen words
are we verbally designed
in sleep or preoccupied

kan inte vinden blasa nalar
mot balongen
rinner kalla stearinet bort till
glгѓвmda minnen

1998 season of mist",0.0
...AND OCEANS,The Symmetry Of I The Circle Of O,Mechanic Hippie,"What are these penetrating colors
Of this soundscaping noisefloor?
Is this the old empty future
or the black eletric nature?

Colors circulate inside of O
Ambient mind, the overdose
(...and I was injected with silence)

Are we all elastic worms
In this red tekknostorm?
Are there any energetic atoms
In this paradoxical zone?

Can the relapse of spasms
Be the rhythm of this dance?
Is this the neo-cultural spacetrip
Or the perpetual trancegrip?

Is the echo a shadow of presence
Or a soundtrack for nonexistance
Are the voices orchestral nightmares
Or synonyms to black and white faces?

Color circulate inside of O
Anbient mind, the overdose
(... and along came the spasms)

Are we all elastic worms
In this red tekknostorm?
Are there any energetic atoms
In this paradoxical zone?

",1,1999,"what are these penetrating colors
of this soundscaping noisefloor
is this the old empty future
or the black eletric nature

colors circulate inside of o
ambient mind the overdose
and i was injected with silence

are we all elastic worms
in this red tekknostorm
are there any energetic atoms
in this paradoxical zone

can the relapse of spasms
be the rhythm of this dance
is this the neocultural spacetrip
or the perpetual trancegrip

is the echo a shadow of presence
or a soundtrack for nonexistance
are the voices orchestral nightmares
or synonyms to black and white faces

color circulate inside of o
anbient mind the overdose
 and along came the spasms

are we all elastic worms
in this red tekknostorm
are there any energetic atoms
in this paradoxical zone",0.06666666666666668
...AND OCEANS,The Symmetry Of I The Circle Of O,Aquarium Of Children - Ajatusten Merenpinta,"Like stones in silence I stand
As I draw circles in the sand
Naked under blue glass
Drowned I watch children dance

In a mind of an echo

(I know that I am I, if and only if I
believe that I am I)

I float to the distance to eat the horizon
I cut the sunbeams the day before tomorrow
Tranceform the time to a silent history
Run under water in eternal serenity

...is it easy to run
to run under water?
...is it easy to paint
to paint without colors?

I float to the distance to eat the horizon
I cut the sunbeams the day before tomorrow
Tranceform the time to a silent history
Run under water in eternal serenity

(If i would've been the other I
and if I would've wanted to be the other I
then I could've been I)

...is it easy to run
to run under water?
...is it easy to paint
to paint without colors?

As an echo in the mind

",2,1999,"like stones in silence i stand
as i draw circles in the sand
naked under blue glass
drowned i watch children dance

in a mind of an echo

i know that i am i if and only if i
believe that i am i

i float to the distance to eat the horizon
i cut the sunbeams the day before tomorrow
tranceform the time to a silent history
run under water in eternal serenity

is it easy to run
to run under water
is it easy to paint
to paint without colors

i float to the distance to eat the horizon
i cut the sunbeams the day before tomorrow
tranceform the time to a silent history
run under water in eternal serenity

if i wouldve been the other i
and if i wouldve wanted to be the other i
then i couldve been i

is it easy to run
to run under water
is it easy to paint
to paint without colors

as an echo in the mind",0.11527777777777777
...AND OCEANS,The Symmetry Of I The Circle Of O,The Black Vagabond And The Swan Of Two Heads,"Still the fields are in motion
Not as pictures but as time
Hunting the white plague
In the absence of my body

I watch myself drown
in the blue aura
Of mine and I see
The swans leave the pond

But still the words circle
Around my head like flies

The gnashing marble teeth
Were disturbing my slumber
And there I was in the middle
Of a game called chess
But my vagabond initiated the process

Yet the fields are in motion
Not as time but as clouds
Falling as silver rain
And washing away the heavy blood

The gnashing marble teeth
Were disturbing my slumber
And there I was in the middle
Of a game called chess
But my vagabond initiated the process

",3,1999,"still the fields are in motion
not as pictures but as time
hunting the white plague
in the absence of my body

i watch myself drown
in the blue aura
of mine and i see
the swans leave the pond

but still the words circle
around my head like flies

the gnashing marble teeth
were disturbing my slumber
and there i was in the middle
of a game called chess
but my vagabond initiated the process

yet the fields are in motion
not as time but as clouds
falling as silver rain
and washing away the heavy blood

the gnashing marble teeth
were disturbing my slumber
and there i was in the middle
of a game called chess
but my vagabond initiated the process",-0.20125
